date,close,symbol
2000-08-08,46.75,AAPL
2000-08-09,47.5,AAPL
2000-08-10,47.56,AAPL
2000-08-11,47.69,AAPL
2000-08-14,47.06,AAPL
2000-08-15,46.69,AAPL
2000-08-16,48.5,AAPL
2000-08-17,51.44,AAPL
2000-08-18,50.0,AAPL
2000-08-21,50.5,AAPL
2000-08-22,51.69,AAPL
2000-08-23,54.31,AAPL
2000-08-24,56.11,AAPL
2000-08-25,56.81,AAPL
2000-08-28,58.06,AAPL
2000-08-29,59.19,AAPL
2000-08-30,59.5,AAPL
2000-08-31,60.94,AAPL
2000-09-01,63.44,AAPL
2000-09-05,62.44,AAPL
2000-09-06,58.44,AAPL
2000-09-07,62.0,AAPL
2000-09-08,58.88,AAPL
2000-09-11,58.44,AAPL
2000-09-12,57.75,AAPL
2000-09-13,58.0,AAPL
2000-09-14,56.86,AAPL
2000-09-15,55.23,AAPL
2000-09-18,60.66,AAPL
2000-09-19,59.94,AAPL
2000-09-20,61.05,AAPL
2000-09-21,56.69,AAPL
2000-09-22,52.19,AAPL
2000-09-25,53.5,AAPL
2000-09-26,51.44,AAPL
2000-09-27,48.94,AAPL
2000-09-28,53.5,AAPL
2000-09-29,25.75,AAPL
2000-10-02,24.25,AAPL
2000-10-03,22.31,AAPL
2000-10-04,23.62,AAPL
2000-10-05,22.06,AAPL
2000-10-06,22.19,AAPL
2000-10-09,21.75,AAPL
2000-10-10,20.87,AAPL
2000-10-11,19.62,AAPL
2000-10-12,20.0,AAPL
2000-10-13,22.06,AAPL
2000-10-16,21.5,AAPL
2000-10-17,20.12,AAPL
2000-10-18,20.12,AAPL
2000-10-19,18.94,AAPL
2000-10-20,19.5,AAPL
2000-10-23,20.37,AAPL
2000-10-24,18.87,AAPL
2000-10-25,18.5,AAPL
2000-10-26,18.5,AAPL
2000-10-27,18.56,AAPL
2000-10-30,19.31,AAPL
2000-10-31,19.56,AAPL
2000-11-01,20.5,AAPL
2000-11-02,22.31,AAPL
2000-11-03,22.25,AAPL
2000-11-06,21.44,AAPL
2000-11-07,21.31,AAPL
2000-11-08,20.06,AAPL
2000-11-09,20.19,AAPL
2000-11-10,19.06,AAPL
2000-11-13,19.37,AAPL
2000-11-14,20.25,AAPL
2000-11-15,19.87,AAPL
2000-11-16,19.0,AAPL
2000-11-17,18.5,AAPL
2000-11-20,18.94,AAPL
2000-11-21,18.81,AAPL
2000-11-22,18.5,AAPL
2000-11-24,19.31,AAPL
2000-11-27,18.69,AAPL
2000-11-28,18.03,AAPL
2000-11-29,17.56,AAPL
2000-11-30,16.5,AAPL
2000-12-01,17.06,AAPL
2000-12-04,16.69,AAPL
2000-12-05,17.0,AAPL
2000-12-06,14.31,AAPL
2000-12-07,14.31,AAPL
2000-12-08,15.06,AAPL
2000-12-11,15.19,AAPL
2000-12-12,15.38,AAPL
2000-12-13,15.0,AAPL
2000-12-14,14.44,AAPL
2000-12-15,14.06,AAPL
2000-12-18,14.25,AAPL
2000-12-19,14.0,AAPL
2000-12-20,14.38,AAPL
2000-12-21,14.06,AAPL
2000-12-22,15.0,AAPL
2000-12-26,14.69,AAPL
2000-12-27,14.81,AAPL
2000-12-28,14.81,AAPL
2000-12-29,14.88,AAPL
2001-01-02,14.88,AAPL
2001-01-03,16.37,AAPL
2001-01-04,17.06,AAPL
2001-01-05,16.37,AAPL
2001-01-08,16.56,AAPL
2001-01-09,17.19,AAPL
2001-01-10,16.56,AAPL
2001-01-11,18.0,AAPL
2001-01-12,17.19,AAPL
2001-01-16,17.12,AAPL
2001-01-17,16.81,AAPL
2001-01-18,18.69,AAPL
2001-01-19,19.5,AAPL
2001-01-22,19.25,AAPL
2001-01-23,20.5,AAPL
2001-01-24,20.5,AAPL
2001-01-25,19.94,AAPL
2001-01-26,19.56,AAPL
2001-01-29,21.69,AAPL
2001-01-30,21.75,AAPL
2001-01-31,21.62,AAPL
2001-02-01,21.12,AAPL
2001-02-02,20.62,AAPL
2001-02-05,20.19,AAPL
2001-02-06,21.12,AAPL
2001-02-07,20.75,AAPL
2001-02-08,20.75,AAPL
2001-02-09,19.12,AAPL
2001-02-12,19.69,AAPL
2001-02-13,19.12,AAPL
2001-02-14,19.5,AAPL
2001-02-15,20.06,AAPL
2001-02-16,19.0,AAPL
2001-02-20,18.31,AAPL
2001-02-21,18.87,AAPL
2001-02-22,18.81,AAPL
2001-02-23,18.81,AAPL
2001-02-26,19.5,AAPL
2001-02-27,19.37,AAPL
2001-02-28,18.25,AAPL
2001-03-01,18.75,AAPL
2001-03-02,19.25,AAPL
2001-03-05,20.37,AAPL
2001-03-06,21.5,AAPL
2001-03-07,21.25,AAPL
2001-03-08,20.81,AAPL
2001-03-09,20.25,AAPL
2001-03-12,18.62,AAPL
2001-03-13,19.56,AAPL
2001-03-14,20.44,AAPL
2001-03-15,19.69,AAPL
2001-03-16,19.62,AAPL
2001-03-19,20.56,AAPL
2001-03-20,19.69,AAPL
2001-03-21,20.12,AAPL
2001-03-22,21.62,AAPL
2001-03-23,23.0,AAPL
2001-03-26,21.78,AAPL
2001-03-27,22.87,AAPL
2001-03-28,22.17,AAPL
2001-03-29,22.53,AAPL
2001-03-30,22.07,AAPL
2001-04-02,21.59,AAPL
2001-04-03,20.24,AAPL
2001-04-04,19.5,AAPL
2001-04-05,20.87,AAPL
2001-04-06,20.59,AAPL
2001-04-09,20.54,AAPL
2001-04-10,22.04,AAPL
2001-04-11,21.8,AAPL
2001-04-12,22.42,AAPL
2001-04-16,21.44,AAPL
2001-04-17,20.4,AAPL
2001-04-18,22.79,AAPL
2001-04-19,25.72,AAPL
2001-04-20,25.04,AAPL
2001-04-23,24.25,AAPL
2001-04-24,24.03,AAPL
2001-04-25,24.72,AAPL
2001-04-26,24.69,AAPL
2001-04-27,26.2,AAPL
2001-04-30,25.49,AAPL
2001-05-01,25.93,AAPL
2001-05-02,26.59,AAPL
2001-05-03,24.96,AAPL
2001-05-04,25.75,AAPL
2001-05-07,24.96,AAPL
2001-05-08,24.57,AAPL
2001-05-09,23.98,AAPL
2001-05-10,23.0,AAPL
2001-05-11,22.85,AAPL
2001-05-14,23.29,AAPL
2001-05-15,23.18,AAPL
2001-05-16,24.1,AAPL
2001-05-17,23.55,AAPL
2001-05-18,23.53,AAPL
2001-05-21,23.56,AAPL
2001-05-22,23.5,AAPL
2001-05-23,23.23,AAPL
2001-05-24,23.2,AAPL
2001-05-25,22.76,AAPL
2001-05-29,21.47,AAPL
2001-05-30,19.78,AAPL
2001-05-31,19.95,AAPL
2001-06-01,20.89,AAPL
2001-06-04,20.66,AAPL
2001-06-05,20.94,AAPL
2001-06-06,20.73,AAPL
2001-06-07,21.66,AAPL
2001-06-08,21.32,AAPL
2001-06-11,20.04,AAPL
2001-06-12,20.31,AAPL
2001-06-13,20.47,AAPL
2001-06-14,19.88,AAPL
2001-06-15,20.44,AAPL
2001-06-18,20.33,AAPL
2001-06-19,20.19,AAPL
2001-06-20,21.67,AAPL
2001-06-21,22.49,AAPL
2001-06-22,22.26,AAPL
2001-06-25,23.99,AAPL
2001-06-26,23.75,AAPL
2001-06-27,23.34,AAPL
2001-06-28,23.54,AAPL
2001-06-29,23.25,AAPL
2001-07-02,23.9,AAPL
2001-07-03,23.84,AAPL
2001-07-05,23.19,AAPL
2001-07-06,22.03,AAPL
2001-07-09,22.7,AAPL
2001-07-10,21.14,AAPL
2001-07-11,22.54,AAPL
2001-07-12,24.36,AAPL
2001-07-13,24.85,AAPL
2001-07-16,23.96,AAPL
2001-07-17,25.1,AAPL
2001-07-18,20.79,AAPL
2001-07-19,19.96,AAPL
2001-07-20,19.98,AAPL
2001-07-23,19.54,AAPL
2001-07-24,19.09,AAPL
2001-07-25,18.47,AAPL
2001-07-26,18.59,AAPL
2001-07-27,18.96,AAPL
2001-07-30,18.93,AAPL
2001-07-31,18.79,AAPL
2001-08-01,19.06,AAPL
2001-08-02,19.82,AAPL
2001-08-03,19.5,AAPL
2001-08-06,19.13,AAPL
2001-08-07,19.25,AAPL
2001-08-08,18.9,AAPL
2001-08-09,19.05,AAPL
2001-08-10,19.02,AAPL
2001-08-13,19.09,AAPL
2001-08-14,18.73,AAPL
2001-08-15,18.44,AAPL
2001-08-16,18.65,AAPL
2001-08-17,18.07,AAPL
2001-08-20,18.12,AAPL
2001-08-21,17.92,AAPL
2001-08-22,18.21,AAPL
2001-08-23,17.81,AAPL
2001-08-24,18.57,AAPL
2001-08-27,18.92,AAPL
2001-08-28,18.4,AAPL
2001-08-29,17.83,AAPL
2001-08-30,17.83,AAPL
2001-08-31,18.55,AAPL
2001-09-04,18.25,AAPL
2001-09-05,18.55,AAPL
2001-09-06,17.72,AAPL
2001-09-07,17.28,AAPL
2001-09-10,17.37,AAPL
2001-09-17,16.99,AAPL
2001-09-18,16.28,AAPL
2001-09-19,17.02,AAPL
2001-09-20,15.68,AAPL
2001-09-21,15.73,AAPL
2001-09-24,16.45,AAPL
2001-09-25,15.54,AAPL
2001-09-26,15.15,AAPL
2001-09-27,15.51,AAPL
2001-09-28,15.51,AAPL
2001-10-01,15.54,AAPL
2001-10-02,15.05,AAPL
2001-10-03,14.98,AAPL
2001-10-04,15.88,AAPL
2001-10-05,16.14,AAPL
2001-10-08,16.2,AAPL
2001-10-09,16.0,AAPL
2001-10-10,16.82,AAPL
2001-10-11,17.74,AAPL
2001-10-12,18.01,AAPL
2001-10-15,17.99,AAPL
2001-10-16,18.01,AAPL
2001-10-17,16.99,AAPL
2001-10-18,18.0,AAPL
2001-10-19,18.3,AAPL
2001-10-22,19.02,AAPL
2001-10-23,18.14,AAPL
2001-10-24,18.95,AAPL
2001-10-25,19.19,AAPL
2001-10-26,18.67,AAPL
2001-10-29,17.63,AAPL
2001-10-30,17.6,AAPL
2001-10-31,17.56,AAPL
2001-11-01,18.59,AAPL
2001-11-02,18.57,AAPL
2001-11-05,19.07,AAPL
2001-11-06,19.57,AAPL
2001-11-07,19.59,AAPL
2001-11-08,18.71,AAPL
2001-11-09,18.71,AAPL
2001-11-12,18.75,AAPL
2001-11-13,19.37,AAPL
2001-11-14,19.61,AAPL
2001-11-15,19.45,AAPL
2001-11-16,18.97,AAPL
2001-11-19,20.0,AAPL
2001-11-20,19.53,AAPL
2001-11-21,19.68,AAPL
2001-11-23,19.84,AAPL
2001-11-26,21.37,AAPL
2001-11-27,21.0,AAPL
2001-11-28,20.53,AAPL
2001-11-29,20.42,AAPL
2001-11-30,21.3,AAPL
2001-12-03,21.05,AAPL
2001-12-04,22.4,AAPL
2001-12-05,23.76,AAPL
2001-12-06,22.78,AAPL
2001-12-07,22.54,AAPL
2001-12-10,22.54,AAPL
2001-12-11,21.78,AAPL
2001-12-12,21.49,AAPL
2001-12-13,21.0,AAPL
2001-12-14,20.39,AAPL
2001-12-17,20.62,AAPL
2001-12-18,21.01,AAPL
2001-12-19,21.62,AAPL
2001-12-20,20.67,AAPL
2001-12-21,21.0,AAPL
2001-12-24,21.36,AAPL
2001-12-26,21.49,AAPL
2001-12-27,22.07,AAPL
2001-12-28,22.43,AAPL
2001-12-31,21.9,AAPL
2002-01-02,23.3,AAPL
2002-01-03,23.58,AAPL
2002-01-04,23.69,AAPL
2002-01-07,22.9,AAPL
2002-01-08,22.61,AAPL
2002-01-09,21.65,AAPL
2002-01-10,21.23,AAPL
2002-01-11,21.05,AAPL
2002-01-14,21.15,AAPL
2002-01-15,21.7,AAPL
2002-01-16,20.78,AAPL
2002-01-17,22.48,AAPL
2002-01-18,22.17,AAPL
2002-01-22,21.82,AAPL
2002-01-23,23.02,AAPL
2002-01-24,23.21,AAPL
2002-01-25,23.25,AAPL
2002-01-28,23.27,AAPL
2002-01-29,23.07,AAPL
2002-01-30,24.09,AAPL
2002-01-31,24.72,AAPL
2002-02-01,24.41,AAPL
2002-02-04,25.35,AAPL
2002-02-05,25.45,AAPL
2002-02-06,24.67,AAPL
2002-02-07,24.3,AAPL
2002-02-08,24.03,AAPL
2002-02-11,24.98,AAPL
2002-02-12,24.71,AAPL
2002-02-13,25.01,AAPL
2002-02-14,24.6,AAPL
2002-02-15,23.9,AAPL
2002-02-19,22.62,AAPL
2002-02-20,23.13,AAPL
2002-02-21,21.5,AAPL
2002-02-22,22.74,AAPL
2002-02-25,23.81,AAPL
2002-02-26,23.67,AAPL
2002-02-27,21.96,AAPL
2002-02-28,21.7,AAPL
2002-03-01,23.45,AAPL
2002-03-04,24.29,AAPL
2002-03-05,23.53,AAPL
2002-03-06,24.07,AAPL
2002-03-07,24.38,AAPL
2002-03-08,24.66,AAPL
2002-03-11,25.06,AAPL
2002-03-12,24.72,AAPL
2002-03-13,24.49,AAPL
2002-03-14,24.43,AAPL
2002-03-15,24.95,AAPL
2002-03-18,24.74,AAPL
2002-03-19,24.85,AAPL
2002-03-20,24.92,AAPL
2002-03-21,24.27,AAPL
2002-03-22,24.09,AAPL
2002-03-25,23.35,AAPL
2002-03-26,23.46,AAPL
2002-03-27,23.47,AAPL
2002-03-28,23.67,AAPL
2002-04-01,24.46,AAPL
2002-04-02,24.07,AAPL
2002-04-03,23.75,AAPL
2002-04-04,24.9,AAPL
2002-04-05,24.74,AAPL
2002-04-08,24.56,AAPL
2002-04-09,24.1,AAPL
2002-04-10,24.66,AAPL
2002-04-11,24.86,AAPL
2002-04-12,25.06,AAPL
2002-04-15,25.0,AAPL
2002-04-16,25.74,AAPL
2002-04-17,26.11,AAPL
2002-04-18,25.41,AAPL
2002-04-19,24.98,AAPL
2002-04-22,24.53,AAPL
2002-04-23,24.25,AAPL
2002-04-24,23.77,AAPL
2002-04-25,24.12,AAPL
2002-04-26,23.01,AAPL
2002-04-29,23.96,AAPL
2002-04-30,24.27,AAPL
2002-05-01,23.98,AAPL
2002-05-02,23.69,AAPL
2002-05-03,23.51,AAPL
2002-05-06,22.65,AAPL
2002-05-07,22.47,AAPL
2002-05-08,24.37,AAPL
2002-05-09,24.19,AAPL
2002-05-10,23.32,AAPL
2002-05-13,23.94,AAPL
2002-05-14,25.61,AAPL
2002-05-15,25.28,AAPL
2002-05-16,25.21,AAPL
2002-05-17,25.01,AAPL
2002-05-20,24.74,AAPL
2002-05-21,23.46,AAPL
2002-05-22,24.32,AAPL
2002-05-23,25.18,AAPL
2002-05-24,24.15,AAPL
2002-05-28,23.98,AAPL
2002-05-29,23.98,AAPL
2002-05-30,24.2,AAPL
2002-05-31,23.3,AAPL
2002-06-03,22.91,AAPL
2002-06-04,22.78,AAPL
2002-06-05,22.72,AAPL
2002-06-06,22.16,AAPL
2002-06-07,21.4,AAPL
2002-06-10,21.48,AAPL
2002-06-11,20.46,AAPL
2002-06-12,20.09,AAPL
2002-06-13,19.54,AAPL
2002-06-14,20.1,AAPL
2002-06-17,20.54,AAPL
2002-06-18,20.15,AAPL
2002-06-19,17.12,AAPL
2002-06-20,17.11,AAPL
2002-06-21,16.85,AAPL
2002-06-24,17.27,AAPL
2002-06-25,17.14,AAPL
2002-06-26,16.55,AAPL
2002-06-27,17.06,AAPL
2002-06-28,17.72,AAPL
2002-07-01,17.06,AAPL
2002-07-02,16.94,AAPL
2002-07-03,17.55,AAPL
2002-07-05,18.74,AAPL
2002-07-08,18.01,AAPL
2002-07-09,17.53,AAPL
2002-07-10,17.32,AAPL
2002-07-11,18.3,AAPL
2002-07-12,17.5,AAPL
2002-07-15,18.23,AAPL
2002-07-16,17.86,AAPL
2002-07-17,15.63,AAPL
2002-07-18,14.99,AAPL
2002-07-19,14.96,AAPL
2002-07-22,14.92,AAPL
2002-07-23,14.47,AAPL
2002-07-24,15.2,AAPL
2002-07-25,14.36,AAPL
2002-07-26,14.34,AAPL
2002-07-29,15.02,AAPL
2002-07-30,15.43,AAPL
2002-07-31,15.26,AAPL
2002-08-01,14.8,AAPL
2002-08-02,14.45,AAPL
2002-08-05,13.99,AAPL
2002-08-06,14.74,AAPL
2002-08-07,15.03,AAPL
2002-08-08,15.3,AAPL
2002-08-09,15.0,AAPL
2002-08-12,14.99,AAPL
2002-08-13,14.59,AAPL
2002-08-14,15.17,AAPL
2002-08-15,15.61,AAPL
2002-08-16,15.81,AAPL
2002-08-19,15.98,AAPL
2002-08-20,15.91,AAPL
2002-08-21,16.12,AAPL
2002-08-22,15.97,AAPL
2002-08-23,15.73,AAPL
2002-08-26,15.53,AAPL
2002-08-27,14.85,AAPL
2002-08-28,14.7,AAPL
2002-08-29,14.7,AAPL
2002-08-30,14.75,AAPL
2002-09-03,14.05,AAPL
2002-09-04,14.48,AAPL
2002-09-05,14.18,AAPL
2002-09-06,14.38,AAPL
2002-09-09,14.37,AAPL
2002-09-10,14.33,AAPL
2002-09-11,14.29,AAPL
2002-09-12,14.14,AAPL
2002-09-13,14.17,AAPL
2002-09-16,14.5,AAPL
2002-09-17,14.8,AAPL
2002-09-18,15.02,AAPL
2002-09-19,14.58,AAPL
2002-09-20,14.87,AAPL
2002-09-23,14.85,AAPL
2002-09-24,14.64,AAPL
2002-09-25,14.93,AAPL
2002-09-26,14.7,AAPL
2002-09-27,14.72,AAPL
2002-09-30,14.5,AAPL
2002-10-01,14.51,AAPL
2002-10-02,14.17,AAPL
2002-10-03,14.3,AAPL
2002-10-04,14.03,AAPL
2002-10-07,13.77,AAPL
2002-10-08,13.69,AAPL
2002-10-09,13.6,AAPL
2002-10-10,14.12,AAPL
2002-10-11,14.51,AAPL
2002-10-14,14.77,AAPL
2002-10-15,15.16,AAPL
2002-10-16,14.56,AAPL
2002-10-17,14.11,AAPL
2002-10-18,14.34,AAPL
2002-10-21,14.56,AAPL
2002-10-22,14.7,AAPL
2002-10-23,14.88,AAPL
2002-10-24,14.69,AAPL
2002-10-25,15.42,AAPL
2002-10-28,15.61,AAPL
2002-10-29,15.44,AAPL
2002-10-30,15.98,AAPL
2002-10-31,16.07,AAPL
2002-11-01,16.36,AAPL
2002-11-04,16.89,AAPL
2002-11-05,16.9,AAPL
2002-11-06,17.22,AAPL
2002-11-07,16.0,AAPL
2002-11-08,15.84,AAPL
2002-11-11,15.16,AAPL
2002-11-12,15.64,AAPL
2002-11-13,15.59,AAPL
2002-11-14,16.3,AAPL
2002-11-15,15.95,AAPL
2002-11-18,15.65,AAPL
2002-11-19,15.27,AAPL
2002-11-20,15.53,AAPL
2002-11-21,16.35,AAPL
2002-11-22,16.01,AAPL
2002-11-25,15.97,AAPL
2002-11-26,15.41,AAPL
2002-11-27,15.72,AAPL
2002-11-29,15.5,AAPL
2002-12-02,15.18,AAPL
2002-12-03,15.16,AAPL
2002-12-04,14.97,AAPL
2002-12-05,14.63,AAPL
2002-12-06,14.95,AAPL
2002-12-09,14.75,AAPL
2002-12-10,15.28,AAPL
2002-12-11,15.49,AAPL
2002-12-12,15.19,AAPL
2002-12-13,14.79,AAPL
2002-12-16,14.85,AAPL
2002-12-17,15.08,AAPL
2002-12-18,14.57,AAPL
2002-12-19,14.2,AAPL
2002-12-20,14.14,AAPL
2002-12-23,14.49,AAPL
2002-12-24,14.36,AAPL
2002-12-26,14.4,AAPL
2002-12-27,14.06,AAPL
2002-12-30,14.07,AAPL
2002-12-31,14.33,AAPL
2003-01-02,14.8,AAPL
2003-01-03,14.9,AAPL
2003-01-06,14.9,AAPL
2003-01-07,14.85,AAPL
2003-01-08,14.55,AAPL
2003-01-09,14.68,AAPL
2003-01-10,14.72,AAPL
2003-01-13,14.63,AAPL
2003-01-14,14.61,AAPL
2003-01-15,14.43,AAPL
2003-01-16,14.62,AAPL
2003-01-17,14.1,AAPL
2003-01-21,14.02,AAPL
2003-01-22,13.88,AAPL
2003-01-23,14.17,AAPL
2003-01-24,13.8,AAPL
2003-01-27,14.13,AAPL
2003-01-28,14.58,AAPL
2003-01-29,14.58,AAPL
2003-01-30,14.32,AAPL
2003-01-31,14.36,AAPL
2003-02-03,14.66,AAPL
2003-02-04,14.6,AAPL
2003-02-05,14.45,AAPL
2003-02-06,14.43,AAPL
2003-02-07,14.15,AAPL
2003-02-10,14.35,AAPL
2003-02-11,14.35,AAPL
2003-02-12,14.39,AAPL
2003-02-13,14.54,AAPL
2003-02-14,14.67,AAPL
2003-02-18,15.27,AAPL
2003-02-19,14.85,AAPL
2003-02-20,14.77,AAPL
2003-02-21,15.0,AAPL
2003-02-24,14.74,AAPL
2003-02-25,15.02,AAPL
2003-02-26,14.5,AAPL
2003-02-27,14.86,AAPL
2003-02-28,15.01,AAPL
2003-03-03,14.65,AAPL
2003-03-04,14.56,AAPL
2003-03-05,14.62,AAPL
2003-03-06,14.56,AAPL
2003-03-07,14.53,AAPL
2003-03-10,14.37,AAPL
2003-03-11,14.23,AAPL
2003-03-12,14.22,AAPL
2003-03-13,14.72,AAPL
2003-03-14,14.78,AAPL
2003-03-17,15.01,AAPL
2003-03-18,15.0,AAPL
2003-03-19,14.95,AAPL
2003-03-20,14.91,AAPL
2003-03-21,15.0,AAPL
2003-03-24,14.37,AAPL
2003-03-25,14.55,AAPL
2003-03-26,14.41,AAPL
2003-03-27,14.49,AAPL
2003-03-28,14.57,AAPL
2003-03-31,14.14,AAPL
2003-04-01,14.16,AAPL
2003-04-02,14.6,AAPL
2003-04-03,14.46,AAPL
2003-04-04,14.41,AAPL
2003-04-07,14.49,AAPL
2003-04-08,14.45,AAPL
2003-04-09,14.19,AAPL
2003-04-10,14.37,AAPL
2003-04-11,13.2,AAPL
2003-04-14,13.58,AAPL
2003-04-15,13.39,AAPL
2003-04-16,13.24,AAPL
2003-04-17,13.12,AAPL
2003-04-21,13.14,AAPL
2003-04-22,13.51,AAPL
2003-04-23,13.58,AAPL
2003-04-24,13.44,AAPL
